ssn,fname,minit,lname,bdate,address,sex,salary,superssn,dno
640159008,Lisa,R,Davis,1966-08-01,5329 Park Ct,F,41207.01,,6
111465285,Deborah,A,Martin,1979-04-16,6326 Washington St,F,110591.29,,23
968451673,Karen,P,Gonzalez,1959-03-05,4844 Elm Ct,F,55377.44,,41
176969365,Michelle,K,Rodriguez,1959-08-20,4359 Main Ave,F,98842.87,,46
798454933,Amanda,S,Brown,1962-08-07,2780 Oak Way,F,133790.57,,11
171947052,Emily,G,Rodriguez,1976-04-18,1960 Lincoln Dr,M,61660.3,,19
884882225,Susan,N,Taylor,1965-06-24,443 Washington Rd,M,25532.14,,28
360998015,Stephanie,M,Anderson,1984-06-24,1990 Pine Ct,F,67044.55,,24
158962391,Lisa,E,Hall,1971-07-05,4698 Maple Way,M,146766.84,,25
273232379,Amanda,K,Flores,1993-10-26,9310 Main Ct,F,141092.38,,7
237652208,Christopher,W,White,1994-11-23,1679 Lincoln Ct,M,36358.29,,34
307290415,Thomas,F,Gonzalez,1972-07-04,9662 Lake Rd,M,123232.94,,48
541411867,Lisa,S,Miller,1989-10-06,4227 Elm Ln,F,108127.07,,46
444120916,Stephanie,N,Johnson,1967-11-24,6222 Washington Ct,M,117319.11,,10
176596310,Christopher,P,Wilson,1957-03-19,5305 Maple Way,M,76665.91,,31
928464858,Steven,G,Wilson,1964-06-22,8373 Cedar Way,M,76541.9,,48
392502766,Emily,R,Rodriguez,1989-03-19,9890 Lincoln Way,F,138160.01,,32
616595652,Carol,E,Adams,1970-07-27,8924 Pine Ave,F,120063.75,,11
225395804,Timothy,N,Allen,1967-02-03,3267 Lake Ln,M,26229.1,,6
104124388,Sandra,H,Wilson,1958-12-03,6438 Maple Dr,F,126281.62,,47
530430099,Betty,F,Martin,1957-07-05,2165 Elm Ln,F,99466.64,,29
462407010,John,J,Mitchell,1984-11-03,5554 Park St,M,133365.2,,41
246790028,Sarah,M,Roberts,1992-02-09,3075 Washington Ave,F,26843.09,,44
696513027,Deborah,F,Baker,1961-05-10,4759 Park Way,F,96236.36,,47
508427798,Mark,R,Martin,1992-07-10,9416 Lake St,M,125807.27,,1
212075212,Patricia,M,Clark,1994-08-09,1385 Pine Blvd,M,59642.1,,37
832730452,Karen,W,Flores,1982-07-16,6824 Oak Ln,F,54077.0,,2
321222848,Brian,D,Jackson,1955-04-22,5519 Main Way,M,68331.89,,27
846000036,John,M,Davis,1959-08-03,7021 Oak Dr,F,46928.4,,22
896516636,Joseph,T,Nguyen,1955-04-01,2132 Cedar Dr,F,118441.95,,41
754620914,Matthew,K,Young,1973-11-23,1003 Park St,M,143081.38,,21
614302181,John,E,Baker,1990-02-10,506 Washington Dr,F,66461.16,,22
787708952,Kevin,P,Sanchez,1956-12-20,3332 Lincoln Way,F,20578.51,,15
525092245,William,M,Taylor,1965-01-09,1211 Main Dr,M,99457.7,,48
751270017,Ashley,K,Hernandez,1992-03-11,377 Elm St,F,91834.77,,25
395512122,Thomas,A,Mitchell,1962-10-06,9795 Main Ct,F,125019.29,,18
724648261,Kimberly,F,Davis,1973-11-08,3470 Lake Ln,M,135345.52,,33
163522122,Thomas,C,Moore,1972-08-09,3563 Main Ave,M,74789.82,,25
462780939,Lisa,K,Moore,1986-12-22,1709 Pine Blvd,F,146648.53,,30
233840633,Melissa,P,Taylor,1993-08-01,1977 Washington Dr,F,109868.99,,38
226128312,Carol,E,Young,1973-09-23,4579 Washington Ct,F,69499.23,,1
502271684,Sarah,G,Garcia,1956-07-01,338 Maple Dr,M,48673.82,,8
511769051,Stephanie,J,Anderson,1971-11-16,2116 Main Ct,M,123420.26,,23
507344545,Patricia,A,Allen,1988-05-10,7574 Cedar St,M,76981.86,,44
883713061,Matthew,T,Baker,1994-11-22,3826 Washington Dr,M,75440.45,,21
424558846,Linda,P,Robinson,1970-05-27,7609 Park Ln,M,71826.84,,39
386770868,Betty,R,Roberts,1979-12-19,4500 Lincoln Ln,F,72178.96,,47
126600019,Joshua,K,Rodriguez,1974-09-19,4199 Main St,F,139666.1,,26
517714041,Emily,L,Lopez,1989-11-07,332 Washington Ave,F,104089.59,,32
553356002,William,T,Miller,1971-11-09,4533 Lincoln Ave,M,96957.1,,15
294926313,Linda,R,Hall,1974-07-11,3584 Maple Dr,F,125581.81,,34
809015667,William,A,Wilson,1984-01-17,7648 Park Blvd,M,31572.97,,5
182772849,Steven,J,Wilson,1964-03-06,6034 Lake Ave,M,73899.78,,23
558296079,Jennifer,T,Thompson,1957-08-13,1601 Oak Ct,M,86488.58,,26
929922494,Donna,T,Clark,1983-09-15,4679 Cedar Blvd,M,84052.54,,23
920371691,Sarah,M,Nguyen,1993-07-27,6551 Oak Ln,F,130790.29,,38
472335133,Mark,P,Johnson,1965-05-24,3249 Lincoln Ln,F,50173.4,,16
696950800,Deborah,W,Thomas,1961-08-04,2390 Elm St,M,127948.4,,16
822628024,Robert,E,Hall,1980-10-22,4935 Main Rd,F,58686.27,,3
318252453,Brian,D,Smith,1972-06-05,614 Pine Way,M,85842.7,,46
644320464,Mark,D,Allen,1959-04-07,5437 Lake Ln,F,29281.11,,29
941695782,Kenneth,E,Mitchell,1979-06-12,1845 Elm St,F,77815.66,,50
424315042,Mark,A,Martin,1987-09-16,8432 Lake Ln,M,55225.08,,3
800480025,Daniel,R,Robinson,1963-01-09,4679 Elm St,M,111945.89,,33
200606463,Susan,G,Harris,1991-02-10,9859 Washington Ave,M,141439.33,,34
792640312,Timothy,T,White,1986-09-15,3032 Maple Ln,F,113034.48,,33
936351832,Emily,T,Smith,1955-03-07,535 Oak Ave,F,121222.29,,9
737425155,Christopher,A,Smith,1985-05-23,1519 Park Rd,F,110886.49,,16
742331003,Paul,N,Rivera,1971-03-09,2265 Pine Dr,F,41155.42,,17
822927518,Charles,E,Mitchell,1963-03-20,4889 Washington Rd,M,23640.61,,15
574422684,Linda,G,Rivera,1992-08-03,8461 Lincoln St,F,37152.76,,28
363115935,Robert,A,Torres,1981-03-25,3088 Lincoln Blvd,F,81123.99,,48
412546455,Barbara,G,Wilson,1967-12-21,249 Maple Ave,M,68952.25,,29
759135517,Susan,P,Green,1982-02-02,8510 Maple Ct,M,104189.38,,47
890180346,Karen,C,Hernandez,1956-10-21,5160 Park Ave,M,45015.48,,41
988789236,Daniel,K,Rivera,1976-09-25,9860 Lincoln Ave,F,109151.94,,48
458399824,Betty,D,Martin,1970-08-16,6593 Lake Dr,F,75913.73,,17
553588778,Amanda,S,Thompson,1980-07-03,8748 Cedar Rd,M,111144.13,,37
576535947,Ashley,A,Lewis,1955-08-02,5977 Lincoln Dr,F,27616.03,,7
619071627,Stephanie,C,Mitchell,1969-11-25,8199 Park Ct,F,61887.82,,25
136588469,Sandra,A,Hall,1965-02-05,8536 Park Way,F,66067.81,,27
117643054,Brian,C,Miller,1991-03-08,6829 Oak Dr,F,73606.78,,49
406111860,Joseph,J,Clark,1971-01-17,9297 Main Blvd,M,26206.75,,23
586804311,Michelle,B,Martin,1966-02-01,2348 Oak Blvd,F,143892.11,,35
837430793,Brian,R,Clark,1984-11-05,976 Elm Ave,M,34652.25,,27
326810757,Stephanie,E,Carter,1971-05-11,2065 Oak Ct,F,25270.84,,1
777480312,Melissa,A,Hall,1964-05-20,7562 Main Rd,M,98279.41,,44
737609304,Kenneth,C,Miller,1970-11-22,5916 Main St,F,145685.45,,23
297528940,Kenneth,G,Perez,1983-01-28,7317 Elm Dr,F,92390.91,,11
668644813,Betty,K,Jackson,1975-08-22,7757 Oak Blvd,M,101154.47,,38
981643204,Steven,W,Walker,1957-08-03,5875 Maple Dr,F,139858.09,,12
479363624,Carol,K,Anderson,1979-11-23,1941 Lincoln Blvd,M,49187.92,,20
458673718,Michelle,R,Thompson,1994-06-10,6128 Oak Ave,F,118604.02,,29
680451872,James,C,Carter,1970-03-14,8056 Lincoln Dr,F,122195.53,,1
106488260,Robert,S,Jones,1967-01-21,2418 Pine Blvd,M,42577.86,,37
329672688,David,J,Rivera,1964-07-18,7335 Lincoln Rd,M,92527.66,,29
693679128,Susan,B,Hall,1993-08-01,3158 Pine Ave,F,56896.29,,16
701741560,Kenneth,G,Smith,1995-04-23,4714 Cedar Ave,F,59036.92,,37
579362443,Joshua,B,Thomas,1957-07-15,3939 Park Dr,M,38217.62,,20
379834642,Paul,W,Walker,1964-06-13,3758 Lake Rd,M,80411.15,,34
544469356,Joshua,L,Rodriguez,1970-07-14,9100 Lincoln Ct,M,70001.54,,39
940663765,Mary,R,King,1976-10-07,1869 Elm St,M,97075.24,,14
140380477,Patricia,M,Jackson,1959-11-28,1579 Lake Way,F,37409.88,,1
107057729,Sarah,W,Moore,1994-11-18,3501 Oak Blvd,M,27158.31,,24
471630823,Timothy,H,White,1991-06-05,848 Maple Way,M,24323.5,,28
586513316,Barbara,K,Martinez,1982-05-28,3147 Pine Way,F,41661.74,,6
614715107,Michelle,T,Clark,1995-03-08,9913 Park Rd,F,120502.89,,29
122216686,Michael,E,Mitchell,1971-03-22,4889 Cedar Way,M,137774.09,,15
819679947,Patricia,G,Moore,1965-05-22,4205 Main St,F,46520.12,,36
146669835,George,H,Brown,1972-07-18,7454 Maple St,F,45299.06,,7
491163514,Amanda,H,Lewis,1994-05-25,7455 Pine Dr,F,48967.9,,1
806878792,Kenneth,F,Walker,1963-08-19,5391 Maple Way,M,61908.37,,8
744154611,Mark,M,Lee,1990-06-28,6190 Washington Way,F,99093.74,,38
143060532,Donna,L,Harris,1980-09-10,4273 Park Blvd,M,83110.81,,42
627715157,Mary,L,Ramirez,1966-07-01,8749 Maple Way,F,31833.26,,8
547918677,Susan,S,Hall,1970-01-04,4641 Lincoln Ave,F,95538.55,,38
478940142,Betty,C,Lewis,1965-01-17,4246 Lake Way,F,98504.67,,43
168407281,Paul,N,Gonzalez,1985-02-11,9430 Lincoln Rd,M,42285.08,,45
800334617,Mark,K,Roberts,1994-07-02,3367 Pine Ln,M,105754.69,,35
732777814,Kenneth,C,Walker,1981-08-20,9469 Pine Ln,M,78405.27,,21
256675553,Jessica,N,Thompson,1967-11-28,4077 Lincoln Ct,F,76868.61,,18
957905637,Ashley,D,Miller,1994-10-26,1769 Park St,M,41716.02,,9
879433140,Timothy,L,Davis,1994-01-26,5294 Pine Rd,F,58148.67,,8
982252644,Melissa,L,Lewis,1955-05-07,4188 Elm Ln,F,122312.6,,48
593266377,Susan,F,Gonzalez,1991-08-24,3055 Cedar St,F,41179.42,,13
710300456,Richard,M,Robinson,1990-07-12,5128 Pine Way,M,81130.22,,36
510627526,Emily,M,Robinson,1971-07-22,7835 Oak Way,F,108691.23,,24
686021691,Barbara,W,Walker,1973-08-17,1355 Main Blvd,F,85184.0,,4
609578849,Donna,W,Thompson,1977-03-27,4337 Elm Rd,M,70253.54,,12
414562491,Kenneth,P,Sanchez,1982-07-03,8135 Oak Ct,M,61796.88,,32
172297474,Matthew,A,Miller,1960-03-09,1737 Elm Ln,F,89343.16,,35
533430835,Andrew,T,Roberts,1967-07-20,2194 Pine Ln,M,56218.32,,19
820848547,Matthew,T,Lee,1981-07-05,5013 Washington Blvd,F,51325.86,,16
640510063,Robert,H,Johnson,1955-05-04,7064 Lake Ave,M,61131.07,,16
919951831,Steven,B,Nelson,1990-12-24,9379 Park Ave,M,141283.19,,26
251073179,Charles,J,Lopez,1982-01-16,8776 Elm Ct,F,59415.44,,16
940232725,Brian,H,Young,1966-09-28,642 Maple Ave,M,97420.73,,11
273331369,James,D,Roberts,1960-11-23,6397 Washington Ave,M,133880.8,,12
544328940,Nancy,R,Sanchez,1981-12-04,5220 Washington Ln,F,31229.03,,1
285652633,Dorothy,D,Hill,1974-01-24,9541 Washington Ave,M,139843.29,,23
238260022,Michael,T,Rivera,1985-09-11,1817 Lake Dr,F,113283.39,,43
942764719,Daniel,B,Roberts,1990-05-05,8544 Lake Ave,M,140462.17,,30
300983484,Mary,F,Mitchell,1981-10-26,9104 Oak Ave,F,43970.01,,27
744045166,John,W,Allen,1962-02-16,2235 Lake St,F,87865.75,,25
338976699,Mark,R,Lewis,1963-10-14,6658 Maple Way,M,45347.3,,2
823001513,Richard,J,Walker,1964-08-27,3165 Lincoln Rd,M,45814.49,,7
972546113,Patricia,C,Brown,1963-08-06,4730 Oak Ln,F,98314.08,,17
125673445,Joseph,W,Thompson,1995-12-01,5588 Oak Way,F,33513.37,,35
334490716,Michelle,D,Lewis,1971-02-02,1294 Elm Rd,F,22439.42,,33
404713332,Steven,L,Garcia,1970-11-10,3780 Pine Blvd,M,53698.05,,1
805324063,Kimberly,K,Gonzalez,1957-10-17,8551 Pine Blvd,M,66766.2,,43
274424500,Michelle,S,Nelson,1959-06-02,7237 Washington Way,M,73848.98,,3
140680121,Jennifer,C,Brown,1966-05-18,1254 Lake Dr,F,72992.26,,30
749372434,Karen,S,Wilson,1965-01-26,3898 Pine Ave,M,38633.33,,32
694875990,Andrew,M,Robinson,1990-03-20,1512 Elm Rd,F,49987.85,,1
226398892,Barbara,D,Lewis,1963-03-24,1303 Cedar Ln,F,95305.14,,47
373821508,James,L,Robinson,1964-01-05,5385 Lake St,F,83771.62,,38
639577241,Melissa,K,Hall,1962-11-10,6121 Lake Dr,M,144456.87,,32
971339002,William,C,Rivera,1984-01-10,3402 Oak Dr,M,29467.87,,1
278460662,Emily,K,Thompson,1968-10-16,4438 Lake Ln,M,78843.66,,2
716891706,William,R,Taylor,1978-03-07,9315 Oak Ln,F,39232.75,,30
707362554,Deborah,S,Scott,1987-02-19,1971 Cedar Ln,M,118800.54,,30
464894655,Barbara,H,Walker,1968-05-04,5507 Elm Ct,F,117825.32,,50
201356456,Margaret,L,Roberts,1956-03-12,4661 Cedar Ct,M,54083.76,,41
677006598,Brian,F,Scott,1965-08-10,2398 Main Ln,F,100523.3,,24
405904044,Kenneth,R,King,1976-06-01,2073 Elm Dr,F,64294.4,,23
580042598,Barbara,E,Campbell,1962-06-11,6835 Washington Rd,F,106205.57,,42
421410504,Jessica,R,Wilson,1980-02-11,8798 Lincoln Dr,F,118478.38,,10
387195524,Mark,H,Martinez,1961-01-10,6393 Lake Way,M,48880.58,,1
585707684,Dorothy,S,Lee,1965-03-12,9393 Main St,F,30471.94,,27
272426088,Thomas,H,Sanchez,1970-02-05,3244 Oak Dr,F,80340.76,,37
568714963,Patricia,H,Anderson,1960-10-01,3821 Washington St,M,133523.26,,17
588325075,Thomas,K,Thomas,1981-01-05,3795 Cedar Rd,M,43876.73,,11
963691438,Stephanie,C,Jones,1965-03-11,2727 Park Dr,F,148844.76,,50
819437596,Carol,N,Lopez,1973-11-02,7008 Cedar Way,F,91083.8,,48
526649827,Stephanie,H,Lewis,1978-08-19,1885 Cedar Ln,M,125258.5,,7
522835822,Emily,W,King,1986-02-17,9680 Park Ave,M,145538.54,,9
182236165,Michelle,R,Clark,1989-08-17,4516 Lake Rd,F,80720.6,,7
942754807,Margaret,S,Young,1971-02-21,9014 Washington Blvd,F,135114.05,,25
972543056,Christopher,A,Green,1978-01-26,5433 Lincoln Dr,F,72021.47,,41
205573615,Matthew,P,Clark,1981-04-21,575 Lake Dr,M,99261.79,,34
524951250,Lisa,L,Anderson,1976-03-03,8463 Elm Dr,F,30532.99,,1
395001062,Brian,N,Wright,1958-05-19,2027 Park Ct,M,137294.03,,20
429853852,Steven,K,Lee,1988-08-04,5016 Lake Dr,M,62089.51,,14
949632125,Stephanie,J,Rivera,1964-06-28,1067 Lincoln Dr,M,102299.08,,22
250704133,Daniel,K,Lopez,1995-04-21,2280 Park Rd,F,127940.09,,16
219258561,Stephanie,S,Martinez,1963-04-22,9860 Lake Way,F,82545.83,,9
861614695,David,M,King,1955-11-13,6921 Oak Ave,M,127256.18,,34
675539687,Jessica,D,Flores,1994-06-05,8943 Oak St,F,31732.85,,47
621179377,Kenneth,S,Ramirez,1990-11-05,3554 Park Rd,F,117456.23,,4
347922133,Matthew,S,Johnson,1991-04-21,1159 Lincoln St,F,94315.35,,25
598050069,Linda,M,Harris,1971-11-16,8809 Pine Ct,M,48146.69,,33
563352662,Anthony,A,Carter,1973-09-24,8140 Pine Way,M,69195.75,,9
283996190,Kimberly,P,Rivera,1959-02-05,2242 Pine Dr,F,110266.01,,22
780287364,Karen,J,Nguyen,1989-10-06,6271 Washington Ln,M,87166.18,,26
728536453,Thomas,J,Wright,1982-10-12,4614 Washington Dr,F,91773.64,,37
855954847,Mark,G,Flores,1973-12-16,3379 Elm Blvd,M,33561.28,,1
891666319,Daniel,D,Rodriguez,1962-04-24,7660 Maple Way,F,88739.45,,40
261436089,Donald,C,Smith,1974-12-07,3364 Elm Ct,F,32312.89,,41
450165292,John,R,Nelson,1982-10-17,7000 Cedar St,F,96438.6,,22
340999692,Jessica,N,Lopez,1982-09-02,5099 Oak Ln,M,138307.02,,50
965661638,Deborah,M,Nguyen,1956-12-23,5861 Lake Blvd,M,128770.59,,33
512470771,Timothy,E,Flores,1975-02-17,8143 Lincoln Rd,M,78433.04,,14
878568781,George,E,King,1989-05-07,1620 Park Rd,F,118416.02,,12
818825964,Linda,G,Robinson,1971-06-06,1976 Main Rd,M,96295.2,,1
915992238,Mark,H,Gonzalez,1994-12-24,3607 Oak Rd,M,76088.31,,23
816807711,Stephanie,L,Taylor,1965-02-09,1122 Washington Way,F,149474.61,,18
577283948,Kimberly,M,Anderson,1992-01-15,8492 Lake Ln,F,78649.66,,29
469596475,Carol,E,Nguyen,1987-06-17,6233 Washington Ct,M,133201.69,,32
877770137,Lisa,C,Nelson,1993-10-22,6330 Cedar Dr,M,92761.73,,17
447810569,Stephanie,A,Davis,1976-06-13,9421 Lake St,M,45222.03,,23
235106204,Dorothy,H,Lee,1990-11-25,5790 Lincoln Dr,M,109602.5,,24
211446453,Amanda,H,Smith,1979-01-19,1057 Washington Ave,M,119082.91,,4
808846515,Patricia,C,Wilson,1963-10-25,103 Main Blvd,F,89063.26,,26
572818599,Lisa,T,Harris,1991-05-23,1579 Maple Ln,F,147256.5,,44
668109294,Kenneth,B,White,1974-10-03,4332 Lincoln Ct,F,55001.85,,16
661225246,Stephanie,J,Hernandez,1973-04-23,1943 Lake Dr,M,57512.59,,20
196864759,Kevin,E,Young,1973-07-20,3129 Elm Ave,M,56443.01,,40
307511166,Joseph,B,Clark,1955-05-14,3746 Pine Dr,M,43020.17,,30
171181802,Sandra,D,Thomas,1991-06-23,2427 Elm Ln,M,115653.98,,28
767774608,Christopher,A,Johnson,1976-01-16,660 Main Way,M,90131.74,,50
295154324,John,A,Brown,1975-04-10,7834 Cedar Ave,F,44029.2,,33
371697432,Karen,B,Torres,1956-12-16,7546 Lincoln Blvd,F,117491.68,,43
203029613,Michelle,W,Anderson,1963-02-22,475 Main Ave,F,108742.71,,45
456452891,Emily,S,Rivera,1978-12-15,1968 Elm Dr,M,64376.42,,42
624737111,David,C,Torres,1956-04-10,635 Cedar Dr,F,41867.17,,31
789137659,Patricia,T,Williams,1959-11-02,204 Washington Blvd,M,28835.83,,11
663054538,Barbara,H,Gonzalez,1994-09-09,5907 Cedar Way,M,68496.71,,27
959293519,John,R,Campbell,1992-09-10,8927 Lincoln St,F,63238.7,,28
682101860,Lisa,F,Young,1957-02-02,3911 Lake Dr,M,88438.31,,2
695595576,Linda,E,Jackson,1983-04-21,9695 Maple St,M,45885.97,,20
989072843,James,M,Clark,1962-03-23,9377 Lake Way,F,23892.19,,11
123049022,James,B,Perez,1960-06-12,3426 Main Dr,F,129288.21,,25
271476207,Christopher,L,Gonzalez,1965-08-17,7748 Lincoln Rd,F,20695.29,,1
978138128,Charles,G,White,1979-02-10,1111 Pine Rd,F,104483.83,,43
197486070,Steven,M,Walker,1971-09-04,7586 Oak St,F,124443.52,,27
340310093,Andrew,C,Adams,1976-07-23,6352 Park Way,M,49061.61,,9
687995164,Sandra,S,Taylor,1979-04-02,930 Oak Rd,M,52375.35,,9
748939011,Sandra,L,White,1976-06-27,4025 Maple Way,F,99405.18,,24
948156788,Karen,G,Ramirez,1986-03-17,6509 Park Ave,M,43689.28,,15
753092884,Daniel,H,Brown,1955-12-22,7071 Main Blvd,M,42738.03,,20
587912048,Susan,F,Johnson,1978-05-05,2464 Elm Way,M,68994.94,,22
252205955,Christopher,N,Scott,1956-11-14,5406 Washington Blvd,F,99700.67,,50
199226690,Dorothy,M,Nguyen,1978-06-25,8669 Lincoln Blvd,M,143456.47,,39
735409949,Barbara,A,Clark,1957-01-16,8361 Oak Way,F,82305.01,,46
564854683,Barbara,J,Davis,1975-01-05,8279 Cedar Ln,F,56780.32,,18
105188198,Christopher,H,Anderson,1982-05-27,5989 Main Ln,F,80170.29,,24
299491606,Sandra,A,Torres,1986-12-08,8320 Cedar Way,F,24350.04,,4
190622682,Anthony,M,Lopez,1980-07-27,9445 Pine St,M,140004.61,,43
957858403,William,H,Brown,1987-10-18,1315 Pine Ave,F,88259.86,,7
144980819,John,K,Smith,1963-04-14,9427 Pine Way,M,75498.49,,38
877920274,Matthew,N,Flores,1988-05-23,9888 Oak Blvd,F,77066.37,,14
150108003,William,W,Jackson,1984-02-26,9627 Oak Ave,F,113300.91,,12
708579840,Donald,J,Williams,1959-11-09,8997 Lake St,M,140739.63,,22
305609325,Daniel,C,Brown,1957-05-13,3156 Lincoln Ct,F,121884.22,,22
958861610,Lisa,J,Baker,1978-02-18,9603 Maple Blvd,M,37803.43,,20
271184472,Andrew,E,Wilson,1980-02-27,6964 Elm St,M,94810.4,,18
392956587,Richard,D,Perez,1965-12-15,4315 Main St,F,122799.8,,38
874784405,Matthew,C,Mitchell,1955-04-23,9420 Lake Ln,M,121298.46,,39
363459738,Barbara,D,Jackson,1978-01-12,7720 Washington Way,M,97770.74,,24
345590089,Thomas,S,Martin,1978-03-10,5567 Maple Ln,F,60042.19,,38
563624345,Susan,R,Johnson,1968-07-19,2923 Cedar Blvd,F,94758.99,,14
360614557,Anthony,E,White,1988-07-07,1805 Cedar Rd,M,80055.49,,4
240163827,James,F,Green,1958-05-27,1694 Lincoln Blvd,M,126314.02,,8
236001669,David,T,Thomas,1981-01-22,8668 Cedar Dr,F,91183.29,,5
654379588,George,G,Smith,1982-02-16,9237 Lake Dr,M,25045.65,,46
119405653,Melissa,L,Anderson,1959-10-10,7647 Lake Way,F,90389.53,,32
795109916,Susan,A,Anderson,1971-10-26,5104 Cedar Way,F,130706.2,,31
475145562,Brian,C,Nguyen,1978-09-27,2789 Washington Dr,M,89709.9,,42
539109702,Betty,S,Lee,1972-07-01,3042 Lincoln Dr,F,103896.13,,24
151516549,Timothy,H,Garcia,1965-02-20,9157 Oak Rd,M,88283.0,,18
502810902,Emily,S,Jones,1976-03-23,7788 Pine Blvd,M,20543.47,,34
385351632,Barbara,D,Jackson,1960-01-25,5897 Main Ct,F,100043.44,,9
836864391,George,D,Young,1988-06-06,2427 Elm Ave,F,114885.63,,30
951821137,Joseph,C,Lee,1965-09-11,4623 Lincoln Ave,F,135995.43,,4
221517071,Susan,W,Rodriguez,1980-07-11,7487 Oak Blvd,F,96741.01,,47
481476905,Emily,F,Clark,1994-03-22,9349 Lake St,M,78643.24,,36
295249057,Dorothy,G,Thompson,1971-06-09,9867 Cedar St,M,56849.95,,1
965567967,Kenneth,C,Young,1965-01-07,2092 Pine Way,F,65638.38,,11
950207886,Deborah,B,Lewis,1991-11-07,5367 Lake Ct,M,48731.67,,1
160181074,Mark,B,Lee,1961-09-09,3281 Lake St,F,128845.56,,22
646210500,Timothy,F,Johnson,1993-01-18,8913 Pine St,F,128225.58,,3
227867365,Deborah,H,Lewis,1965-02-07,8428 Washington Ln,M,40895.94,,42
201429236,Sandra,D,Roberts,1962-09-14,3564 Park Ln,F,91530.95,,7
662484182,Robert,J,Rivera,1991-11-03,8228 Lincoln Ln,M,84949.3,,38
970512742,Carol,E,Torres,1988-08-14,9817 Park Dr,F,64799.79,,40
429377560,Donna,M,Anderson,1956-01-13,8140 Lincoln Way,M,63442.66,,2
357216379,Robert,J,Lopez,1962-08-11,2089 Park Ct,M,82561.44,,41
777851942,Michael,R,Harris,1976-04-20,7788 Oak Ln,F,91841.35,,47
755560172,Brian,B,Hill,1966-12-16,1542 Cedar Ln,F,20594.11,,17
535028229,Thomas,A,Thompson,1961-02-02,3077 Elm Blvd,F,60430.27,,44
980673779,Lisa,L,Ramirez,1978-08-25,7359 Maple St,F,121727.19,,21
976198296,Robert,W,Roberts,1963-03-22,7887 Park Blvd,F,92214.38,,1
195871622,Donna,A,Flores,1987-07-28,2189 Cedar St,F,137139.84,,5
766323040,Stephanie,R,Anderson,1995-12-23,6125 Lake Dr,M,58243.1,,13
557309058,Timothy,J,Hall,1994-09-19,3493 Elm Ln,M,86915.74,,45
552964165,Jennifer,S,Clark,1989-03-06,5307 Elm Blvd,F,106863.21,,13
722077234,Michael,D,Robinson,1993-02-04,2423 Cedar Rd,M,32061.03,,33
997356828,Anthony,W,Mitchell,1989-10-08,8099 Pine Rd,F,88851.87,,1
336531677,Mark,K,White,1990-05-28,4101 Park Rd,F,110710.32,,34
351429015,George,L,Torres,1993-11-27,5353 Pine Rd,M,148140.42,,35
651283534,Karen,T,Johnson,1986-06-06,952 Pine Rd,F,78361.04,,29
521155796,David,K,Scott,1972-04-07,8071 Lake Ct,F,76563.98,,12
323485749,Timothy,G,Smith,1958-01-01,9087 Park Way,M,123126.33,,49
670207584,Carol,D,Perez,1975-05-28,2698 Oak Dr,F,24209.79,,5
856652902,Patricia,N,White,1983-10-11,5874 Elm Ln,F,40729.25,,38
245934792,Dorothy,M,Rivera,1973-09-24,765 Elm Ln,F,35043.94,,20
946719967,Patricia,C,Martin,1964-06-15,6587 Main Ct,M,105619.12,,14
940636753,Stephanie,H,Campbell,1958-10-16,2893 Park Way,M,44649.84,,1
686642360,Jessica,P,Miller,1970-05-28,628 Lincoln Rd,F,132085.95,,7
845841941,Karen,L,King,1981-09-07,3525 Lake St,M,94277.72,,42
400368694,John,M,Wilson,1983-08-08,6042 Elm Ln,F,54844.95,,1
495868120,Patricia,J,Johnson,1978-07-13,5537 Lincoln St,M,107491.46,,12
665549649,Barbara,T,Baker,1972-10-25,4118 Pine St,F,82841.48,,23
100091879,Sarah,K,Williams,1988-05-22,8850 Lincoln Blvd,F,110363.19,,35
863093090,Paul,H,Sanchez,1963-11-12,3509 Washington Way,F,79875.6,,30
889382867,John,W,Harris,1988-11-02,3210 Cedar Ct,F,134971.68,,20
932734539,Anthony,B,Lee,1985-12-26,6346 Washington Blvd,F,127185.99,,1
998011802,Robert,E,Gonzalez,1993-03-27,216 Cedar Ave,M,69030.32,,2
502482554,Sandra,E,Thomas,1988-07-19,3050 Main Blvd,M,98759.73,,1
760576146,Andrew,T,Hill,1987-10-15,2501 Elm Ave,F,145127.5,,48
713791169,Margaret,C,Garcia,1965-06-08,5236 Maple Rd,F,98700.05,,27
714065028,Melissa,T,Williams,1963-08-26,1526 Cedar Ct,M,136533.11,,9
876693898,Andrew,S,Thomas,1985-07-07,1645 Elm Way,F,83886.87,,1
800178588,Daniel,F,Johnson,1978-08-25,5768 Washington Dr,M,69719.46,,13
634050001,Charles,J,Clark,1980-07-24,678 Lake Dr,F,114451.48,,16
939937450,Karen,G,Baker,1956-12-22,8831 Lake Rd,F,20254.15,,29
924639504,Christopher,H,Gonzalez,1987-10-01,7065 Main Dr,F,53551.51,,27
810841299,Thomas,C,Wilson,1965-07-04,1665 Elm Ct,M,23427.44,,27
792800081,Dorothy,N,Anderson,1990-09-21,2470 Elm Rd,F,87863.67,,46
911374902,George,L,Thomas,1993-02-05,8892 Lincoln Rd,F,124507.67,,38
621274614,Kimberly,T,Lopez,1965-12-09,7515 Pine Ave,M,149179.15,,6
269327426,Dorothy,C,Baker,1994-06-25,1083 Oak Ln,M,111172.66,,8
